,أمية,أبا الصلت,أبا الصلت أمية بن عبد العزيز , 								‭[13.46]‬ منحّم A: منحّم; BHR: منجم; Gc: مىحم; cf. also Ṣāʿid al-Andalūsī, Ṭabaqāt, 89: منجم. 								بن الفوال  This biography is present in all three versions of the work. 							
 ,,أبا الصلْت,أبا الصلْت, 								‭[13.46]‬ منحّم A: منحّم; BHR: منجم; Gc: مىحم; cf. also Ṣāʿid al-Andalūsī, Ṭabaqāt, 89: منجم. 								بن الفوال  This biography is present in all three versions of the work. 							
 ,يحيى,أبا الطاهر,أبا الطاهر يحيى بن تميم بن معز بن باديس , 								‭[13.46]‬ منحّم A: منحّم; BHR: منجم; Gc: مىحم; cf. also Ṣāʿid al-Andalūsī, Ṭabaqāt, 89: منجم. 								بن الفوال  This biography is present in all three versions of the work. 							
 ,,أبا العرب,أبا العرب, 								‭[13.18]‬ الحراني This biography is included in all three versions of the work. 							
 ,,أبا العلاء,أبا العلاء, 								‭[13.46]‬ منحّم A: منحّم; BHR: منجم; Gc: مىحم; cf. also Ṣāʿid al-Andalūsī, Ṭabaqāt, 89: منجم. 								بن الفوال  This biography is present in all three versions of the work. 							
 ابن زهر,,أبا العلاء,أبا العلاء ابن زهر , 								‭[13.46]‬ منحّم A: منحّم; BHR: منجم; Gc: مىحم; cf. also Ṣāʿid al-Andalūsī, Ṭabaqāt, 89: منجم. 								بن الفوال  This biography is present in all three versions of the work. 							
 ,كر,أبا ب,أبا بكر بن أبي الحسن الزهري ,‭[13.80.2]‬
 ,كر,أبا ب,أبا بكر بن باجة , 								‭[13.46]‬ منحّم A: منحّم; BHR: منجم; Gc: مىحم; cf. also Ṣāʿid al-Andalūsī, Ṭabaqāt, 89: منجم. 								بن الفوال  This biography is present in all three versions of the work. 							
 ,كر,أبا ب,أبا بكر بن زهر , 								‭[13.46]‬ منحّم A: منحّم; BHR: منجم; Gc: مىحم; cf. also Ṣāʿid al-Andalūsī, Ṭabaqāt, 89: منجم. 								بن الفوال  This biography is present in all three versions of the work. 							
 ,كر,أبا ب,أبا بكر بن زهر , 								‭[13.46]‬ منحّم A: منحّم; BHR: منجم; Gc: مىحم; cf. also Ṣāʿid al-Andalūsī, Ṭabaqāt, 89: منجم. 								بن الفوال  This biography is present in all three versions of the work. 							
 ,,أبا جعفر,أبا جعفر, 								‭[13.3]‬ 								ابن الجزار This biography is included in all three versions of the work. 							
 ,,أبا جعفر,أبا جعفر, 								‭[13.46]‬ منحّم A: منحّم; BHR: منجم; Gc: مىحم; cf. also Ṣāʿid al-Andalūsī, Ṭabaqāt, 89: منجم. 								بن الفوال  This biography is present in all three versions of the work. 							
 ,,أبا جعفر,أبا جعفر, 								‭[13.46]‬ منحّم A: منحّم; BHR: منجم; Gc: مىحم; cf. also Ṣāʿid al-Andalūsī, Ṭabaqāt, 89: منجم. 								بن الفوال  This biography is present in all three versions of the work. 							
 ,أحمد,أبا جعفر,أبا جعفر أحمد بن الجزار , 								‭[13.3]‬ 								ابن الجزار This biography is included in all three versions of the work. 							
 ,عبد الله,أبا محمد,أبا محمد عبد الله المهدي , 								‭[13.2]‬ إسحاق بن سليمان الإسرائيلي  This biography is included in all three versions of the work. 							
 ,,أبا مروان,أبا مروان, 								‭[13.46]‬ منحّم A: منحّم; BHR: منجم; Gc: مىحم; cf. also Ṣāʿid al-Andalūsī, Ṭabaqāt, 89: منجم. 								بن الفوال  This biography is present in all three versions of the work. 							
 ابن زهر,,أبا مروان,أبا مروان ابن زهر , 								‭[13.46]‬ منحّم A: منحّم; BHR: منجم; Gc: مىحم; cf. also Ṣāʿid al-Andalūsī, Ṭabaqāt, 89: منجم. 								بن الفوال  This biography is present in all three versions of the work. 							
